Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2020-039877,12600190076,11/30/2019 02:00:00 PM,11/30/2019 03:00:00 PM,02/01/2020 04:38:12 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R3,HILLMAN CITY,S JUNEAU ST / RAINIER AVE S,-122.277134581,47.54970394
2020-039853,12600166212,02/01/2020 01:00:00 AM,02/01/2020 03:50:00 AM,02/01/2020 03:54:52 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,CAPITOL HILL,16XX BLOCK OF BROADWAY,-122.320807897,47.61581931
2020-039751,12600066674,02/01/2020 02:13:00 PM,02/01/2020 02:13:00 PM,02/01/2020 03:35:47 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E1,CAPITOL HILL,2XX BLOCK OF BROADWAY E,-122.320882286,47.6204918
2020-901585,12600010262,02/01/2020 12:20:00 AM,02/01/2020 12:20:00 AM,02/01/2020 03:22:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,N 34TH ST / PHINNEY AVE N,-122.35448367,47.65046915
2020-901584,12599988285,01/31/2020 09:50:00 AM,01/31/2020 09:15:00 PM,02/01/2020 03:14:08 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 7TH AVE,-122.333808099,47.61210339
2020-039501,12599953888,01/31/2020 08:00:00 PM,02/01/2020 06:00:00 AM,02/01/2020 02:54:59 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,NORTH BEACON HILL,25XX BLOCK OF 13TH AVE S,-122.31602335,47.58025306
2020-901580,12599935426,02/01/2020 11:25:00 AM,02/01/2020 11:25:00 AM,02/01/2020 02:52:39 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,5XX BLOCK OF MADISON ST,-122.331243552,47.6067848
2020-901579,12599935079,01/31/2020 05:00:00 PM,02/01/2020 11:00:00 AM,02/01/2020 02:52:28 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,16XX BLOCK OF TAYLOR AVE N,-122.345942425,47.63347746
2020-901578,12599934854,01/31/2020 09:40:00 PM,01/31/2020 10:00:00 PM,02/01/2020 02:52:17 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,SOUTH DELRIDGE,92XX BLOCK OF 16TH AVE SW,-122.355134625,47.52011422
2020-039758,12599966522,02/01/2020 02:56:00 PM,,02/01/2020 02:43:59 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,S BAYVIEW ST / 31ST AVE S,-122.29299855,47.58096437
2020-901577,12599912062,02/01/2020 01:20:00 AM,02/01/2020 02:30:00 AM,02/01/2020 02:43:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 21ST AVE W,-122.383361499,47.64939241
2020-901576,12599909950,01/31/2020 08:00:00 AM,01/31/2020 07:00:00 PM,02/01/2020 02:42:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,CAPITOL HILL,12XX BLOCK OF SUMMIT AVE,-122.324549777,47.61205117
2020-039708,12599913077,02/01/2020 01:32:00 AM,,02/01/2020 02:38:39 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,25XX BLOCK OF 13TH AVE S,-122.31602335,47.58025306
2020-039692,12599907305,01/31/2020 12:39:00 PM,01/31/2020 12:39:00 PM,02/01/2020 02:36:13 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N2,NORTHGATE,138XX BLOCK OF 4TH AVE NE,-122.325422708,47.72919593
2020-901575,12599885807,01/31/2020 03:21:00 PM,01/31/2020 06:15:00 PM,02/01/2020 02:32:15 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,75XX BLOCK OF 15TH AVE NW,-122.37678325,47.6841481
2020-039666,12599882069,02/01/2020 12:51:00 PM,,02/01/2020 02:24:09 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C2,MILLER PARK,22XX BLOCK OF E THOMAS ST,-122.303040452,47.62137823
2020-901574,12599837328,01/31/2020 12:36:00 PM,02/01/2020 08:20:00 AM,02/01/2020 02:12:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q2,QUEEN ANNE,15XX BLOCK OF TAYLOR AVE N,-122.345950527,47.63272539
2020-901573,12599815855,01/31/2020 08:00:00 PM,01/31/2020 08:30:00 PM,02/01/2020 02:03:58 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SW,W,W2,ALASKA JUNCTION,36XX BLOCK OF SW SNOQUALMIE ST,-122.378112262,47.56203576
2020-039709,12599828328,02/01/2020 01:00:00 AM,02/01/2020 01:00:00 PM,02/01/2020 02:03:29 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L1,NORTHGATE,115XX BLOCK OF PINEHURST WAY NE,-122.313996581,47.71307948
2020-901572,12599815310,01/31/2020 11:45:00 PM,02/01/2020 01:30:00 AM,02/01/2020 02:03:21 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,FREMONT,NW 36TH ST / 1ST AVE NW,-122.357661744,47.65296539
2020-901571,12599815056,02/01/2020 03:45:00 AM,02/01/2020 03:45:00 AM,02/01/2020 02:03:13 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MADISON PARK,18XX BLOCK OF 40TH AVE E,-122.282005215,47.63577659
2020-901569,12599813140,01/31/2020 08:00:00 PM,02/01/2020 07:40:00 AM,02/01/2020 02:02:55 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,65XX BLOCK OF 31ST AVE NE,-122.294062955,47.67668862
2020-901567,12599812115,01/31/2020 10:00:00 AM,02/01/2020 05:30:00 AM,02/01/2020 02:02:33 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,EASTLAKE - WEST,28XX BLOCK OF EASTLAKE AVE E,-122.325198438,47.64650426
2020-901566,12599811937,02/01/2020 01:00:00 AM,02/01/2020 02:00:00 AM,02/01/2020 02:02:25 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D1,BELLTOWN,23XX BLOCK OF 1ST AVE,-122.347163621,47.61375921
2020-901565,12599811733,01/31/2020 05:30:00 PM,01/31/2020 08:30:00 PM,02/01/2020 02:02:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF 2ND AVE N,-122.352825467,47.62034258
2020-901564,12599793782,02/01/2020 12:15:00 AM,02/01/2020 12:20:00 AM,02/01/2020 01:54:48 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F3,HIGHLAND PARK,86XX BLOCK OF 9TH AVE SW,-122.346740721,47.52555707
2020-039587,12599808445,02/01/2020 08:00:00 AM,02/01/2020 11:30:00 AM,02/01/2020 01:52:51 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W2,ALASKA JUNCTION,36XX BLOCK OF SW SNOQUALMIE ST,-122.378112262,47.56203576
2020-039671,12599799638,02/01/2020 01:08:00 PM,02/01/2020 01:45:00 PM,02/01/2020 01:44:06 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,S,O,O3,GEORGETOWN,S BAILEY ST / CORSON AVE S,-122.321438931,47.54750296
2020-901563,12599762086,01/31/2020 04:30:00 PM,01/31/2020 10:05:00 PM,02/01/2020 01:42:23 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,SHILSHOLE AVE NW / 22ND AVE NW,-122.38475007,47.66646689
2020-901562,12599761896,01/31/2020 08:10:00 PM,01/31/2020 08:40:00 PM,02/01/2020 01:42:15 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W2,ALASKA JUNCTION,36XX BLOCK OF SW SNOQUALMIE ST,-122.378112262,47.56203576
2020-039588,12599712922,12/01/2019 12:00:00 AM,12/20/2019 10:00:00 PM,02/01/2020 01:20:16 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,82XX BLOCK OF 35TH AVE SW,-122.376637377,47.52937273
2020-901561,12599689493,01/31/2020 02:00:00 PM,01/31/2020 06:20:00 PM,02/01/2020 01:12:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,VIRGINIA ST / 3RD AVE,-122.340892454,47.61239802
2020-901560,12599667833,01/31/2020 07:45:00 PM,01/31/2020 08:30:00 PM,02/01/2020 01:02:52 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,ROOSEVELT WAY NE / NE 47TH ST,-122.317423433,47.66311774
2020-901559,12599667632,01/31/2020 05:00:00 PM,01/31/2020 09:50:00 PM,02/01/2020 01:02:43 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D2,SLU/CASCADE,8XX BLOCK OF LENORA ST,-122.33746479,47.6168222
2020-901558,12599667459,01/28/2020 09:00:00 PM,01/30/2020 04:00:00 PM,02/01/2020 01:02:37 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,MADRONA/LESCHI,13XX BLOCK OF 24TH AVE S,-122.301291202,47.59178012
2020-901557,12599667344,01/31/2020 12:30:00 PM,01/31/2020 12:30:00 PM,02/01/2020 01:02:30 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF HARRISON ST,-122.350854024,47.62208691
2020-901555,12599666456,01/31/2020 04:16:00 AM,01/31/2020 04:16:00 AM,02/01/2020 01:02:15 PM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U3,SANDPOINT,36XX BLOCK OF NE 73RD PL,-122.288398467,47.68170464
2020-039452,12599666509,01/31/2020 10:00:00 PM,02/01/2020 02:30:00 AM,02/01/2020 12:54:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,39XX BLOCK OF W HOOKER ST,-122.409492551,47.67133528
2020-901554,12599643155,01/31/2020 11:00:00 AM,01/31/2020 04:30:00 PM,02/01/2020 12:52:25 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M3,DOWNTOWN COMMERCIAL,3XX BLOCK OF UNION ST,-122.336329917,47.60898867
2020-901553,12599643001,01/27/2020 11:30:00 PM,01/28/2020 12:30:00 AM,02/01/2020 12:52:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,105XX BLOCK OF PHINNEY AVE N,-122.3541203,47.70598736
2020-901552,12599618252,01/31/2020 02:20:00 PM,01/31/2020 02:25:00 PM,02/01/2020 12:42:25 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,32XX BLOCK OF 34TH AVE S,-122.289877561,47.57449356
2020-039532,12599588718,02/01/2020 10:18:00 AM,02/01/2020 10:21:00 AM,02/01/2020 12:29:40 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B2,FREMONT,6XX BLOCK OF N 34TH ST,-122.350525379,47.64970651
2020-039476,12599594173,01/30/2020 09:45:00 PM,02/01/2020 09:15:00 AM,02/01/2020 12:27:12 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U1,UNIVERSITY,50XX BLOCK OF 11TH AVE NE,-122.316324693,47.6656842
2020-901550,12599567428,01/30/2020 07:00:00 PM,01/31/2020 04:05:00 AM,02/01/2020 12:22:24 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,HILLMAN CITY,59XX BLOCK OF 37TH AVE S,-122.286264518,47.54889699
2020-901548,12599566711,01/21/2020 12:21:00 PM,01/21/2020 12:21:00 PM,02/01/2020 12:22:15 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,SLU/CASCADE,4XX BLOCK OF TERRY AVE N,-122.337146941,47.62262048
2020-901547,12599543043,01/30/2020 04:35:00 AM,01/30/2020 10:45:00 AM,02/01/2020 12:12:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,EASTLAKE - WEST,E ALLISON ST / EASTLAKE AVE E,-122.323436169,47.6487836
2020-039420,12599658286,02/01/2020 02:50:00 AM,,02/01/2020 12:10:56 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,56XX BLOCK OF 39TH AVE W,-122.408896584,47.67043066
2020-039523,12599549469,02/01/2020 06:00:00 AM,02/01/2020 07:01:00 AM,02/01/2020 12:03:46 PM,A,PERSON,SEX OFFENSES,Fondling,11D,S,R,R1,NORTH BEACON HILL,,0,0
2020-039534,12601281222,02/01/2020 10:40:00 AM,02/01/2020 10:50:00 AM,02/01/2020 11:25:05 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2020-039495,12599501499,02/01/2020 09:55:00 AM,,02/01/2020 11:20:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,92XX BLOCK OF 8TH AVE SW,-122.345437696,47.52005209
2020-901545,12599405169,08/31/2019 01:30:00 PM,09/01/2019 11:30:00 PM,02/01/2020 11:13:01 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R2,MOUNT BAKER,36XX BLOCK OF 33RD AVE S,-122.29101029,47.57075994
2020-039487,12599357821,12/25/2019 12:01:00 AM,01/02/2020 10:00:00 AM,02/01/2020 10:50:49 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,CENTRAL AREA/SQUIRE PARK,25XX BLOCK OF E YESLER WAY,-122.299444169,47.60166172
2020-039460,12599340760,01/30/2020 12:00:00 AM,02/01/2020 09:29:00 AM,02/01/2020 10:44:29 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S2,BRIGHTON/DUNLAP,84XX BLOCK OF RAINIER PL S,-122.270742451,47.52730949
2020-039466,12599341117,01/31/2020 07:00:00 PM,02/01/2020 09:00:00 AM,02/01/2020 10:44:25 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D3,SLU/CASCADE,2XX BLOCK OF PONTIUS AVE N,-122.331700196,47.62024125
2020-039481,12599319810,01/31/2020 10:00:00 PM,01/31/2020 10:30:00 PM,02/01/2020 10:34:46 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L2,NORTHGATE,10XX BLOCK OF NE 95TH ST,-122.316205456,47.69764538
2020-039474,12599291826,02/01/2020 12:00:00 AM,,02/01/2020 10:17:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S2,RAINIER BEACH,55XX BLOCK OF S CLOVERDALE ST,-122.262830798,47.52677099
2020-039435,12599252631,01/27/2020 08:00:00 AM,01/31/2020 07:00:00 PM,02/01/2020 09:58:25 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S2,BRIGHTON/DUNLAP,65XX BLOCK OF 48TH AVE S,-122.27263623,47.54382608
2020-039374,12599212098,02/01/2020 07:55:00 AM,,02/01/2020 09:33:52 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,N,N,N2,NORTHGATE,132XX BLOCK OF AURORA AVE N,-122.344996828,47.72503555
2020-039374,12603578534,02/01/2020 07:55:00 AM,,02/01/2020 09:33:52 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,N,N,N2,NORTHGATE,132XX BLOCK OF AURORA AVE N,-122.344996828,47.72503555
2020-039431,12599167248,01/31/2020 06:00:00 PM,02/01/2020 07:00:00 AM,02/01/2020 09:29:56 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q1,MAGNOLIA,15XX BLOCK OF ELLIOTT AVE W,-122.375834105,47.63246376
2020-039407,12599099168,01/31/2020 02:00:00 PM,02/01/2020 08:20:00 AM,02/01/2020 08:55:20 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D3,SLU/CASCADE,FRANKLIN AVE E / E GALER ST,-122.324956055,47.63225641
2020-039297,12599000881,02/01/2020 05:32:00 AM,,02/01/2020 08:08:17 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,G,G1,FIRST HILL,E JEFFERSON ST / 12TH AVE,-122.316780473,47.60620305
2020-039295,12598894590,02/01/2020 05:00:00 AM,02/01/2020 05:30:00 AM,02/01/2020 07:24:19 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,BROOKLYN AVE NE / NE 42ND ST,-122.314363316,47.65832864
2020-039223,12598855718,02/01/2020 02:05:00 AM,02/01/2020 02:10:00 AM,02/01/2020 06:52:19 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,CAPITOL HILL,15XX BLOCK OF MELROSE AVE,-122.327915389,47.6145776
2020-039237,12598300385,02/01/2020 01:30:00 AM,02/01/2020 02:50:00 AM,02/01/2020 03:34:57 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E1,CAPITOL HILL,E PINE ST / BELLEVUE AVE,-122.326804185,47.61521815
2020-038611,12598251273,01/30/2020 11:00:00 PM,01/31/2020 10:00:00 AM,02/01/2020 03:30:29 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,28XX BLOCK OF 4TH AVE W,-122.362201428,47.64537245
2020-039216,12598232589,01/31/2020 10:45:00 PM,02/01/2020 01:40:00 AM,02/01/2020 03:18:12 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,FREMONT,NW 39TH ST / 1ST AVE NW,-122.357658115,47.65415054
2020-038885,12598186841,01/31/2020 08:46:00 PM,01/31/2020 08:46:00 PM,02/01/2020 02:54:08 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,B,B2,PHINNEY RIDGE,NW MARKET ST / 3RD AVE NW,-122.360801329,47.66692039
2020-039106,12598152040,02/01/2020 12:00:00 AM,,02/01/2020 01:34:50 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,DOWNTOWN COMMERCIAL,13XX BLOCK OF 2ND AVE,-122.337541071,47.60779562
2020-039121,12598008807,02/01/2020 12:10:00 AM,02/01/2020 12:21:00 AM,02/01/2020 01:25:27 AM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,W,D,D2,SLU/CASCADE,4XX BLOCK OF WALL ST,-122.345741181,47.6170232
2020-038674,12597971806,01/31/2020 05:20:00 PM,01/31/2020 06:00:00 PM,02/01/2020 01:05:51 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B3,FREMONT,38XX BLOCK OF BRIDGE WAY N,-122.34533886,47.65307548
2020-038385,12597903876,01/30/2020 02:30:00 AM,01/30/2020 02:30:00 AM,02/01/2020 12:34:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,6XX BLOCK OF W OLYMPIC PL,-122.366864633,47.62797487
2020-038828,12597730180,01/31/2020 08:13:00 PM,01/31/2020 08:13:00 PM,01/31/2020 11:21:58 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,2XX BLOCK OF PIKE ST,-122.338348304,47.60951744
2020-038725,12597733515,01/31/2020 12:00:00 AM,,01/31/2020 11:18:10 PM,A,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail,210,S,R,R2,MOUNT BAKER,33XX BLOCK OF YORK RD S,-122.287210701,47.57303502
2020-038973,12597733464,01/31/2020 10:00:00 PM,,01/31/2020 11:17:55 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,PIONEER SQUARE,2XX BLOCK OF S KING ST,-122.330976342,47.59828697
2020-037600,12597686723,01/31/2020 12:50:00 AM,,01/31/2020 10:53:17 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,K,K2,PIONEER SQUARE,1XX BLOCK OF OCCIDENTAL AVE S,-122.332875202,47.60130116
2020-038863,12597655747,01/31/2020 08:20:00 PM,,01/31/2020 10:45:54 PM,A,PROPERTY,ROBBERY,Robbery,120,N,B,B2,BALLARD SOUTH,4XX BLOCK OF NW 65TH ST,-122.362187009,47.67599329
2020-038883,12597590413,01/31/2020 08:47:00 PM,,01/31/2020 10:09:36 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M3,DOWNTOWN COMMERCIAL,5XX BLOCK OF PIKE ST,-122.335017876,47.61090902
2020-038899,12597533695,10/24/2019 12:01:00 AM,01/29/2020 12:01:00 AM,01/31/2020 09:43:13 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,E,G,G1,FIRST HILL,12XX BLOCK OF E JEFFERSON ST,-122.316125608,47.60620026
2020-038771,12597448264,01/31/2020 07:19:00 PM,,01/31/2020 08:53:19 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,O,O3,MID BEACON HILL,18TH AVE S / S JUNEAU ST,-122.30990212,47.54993361
2020-038646,12597243974,01/31/2020 05:39:00 PM,01/31/2020 05:45:00 PM,01/31/2020 07:15:13 PM,A,PROPERTY,ROBBERY,Robbery,120,S,R,R2,MOUNT BAKER,38XX BLOCK OF RAINIER AVE S,-122.289921964,47.56888116
2020-038525,12597201885,01/31/2020 03:40:00 PM,,01/31/2020 06:54:20 PM,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,W,Q,Q3,QUEEN ANNE,7XX BLOCK OF NOB HILL AVE N,-122.350171096,47.62586184
2020-038657,12597154700,01/31/2020 05:44:00 PM,,01/31/2020 06:31:33 PM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,D,D1,BELLTOWN,3RD AVE / BELL ST,-122.344793514,47.61470458
2020-038005,12597101400,01/31/2020 09:44:00 AM,,01/31/2020 06:05:46 PM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,M,M3,DOWNTOWN COMMERCIAL,2ND AVE / PINE ST,-122.339812453,47.61027832
2020-038567,12596976154,11/01/2019 12:00:00 AM,01/31/2020 12:00:00 AM,01/31/2020 05:08:50 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,S,S2,BRIGHTON/DUNLAP,45XX BLOCK OF S WILLOW ST,-122.275965432,47.5406801
2020-038407,12596997881,01/30/2020 12:00:00 PM,01/30/2020 04:00:00 PM,01/31/2020 05:04:58 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,PHINNEY RIDGE,63XX BLOCK OF LINDEN AVE N,-122.348475299,47.67495519
2020-038527,12596956263,01/31/2020 12:40:00 PM,01/31/2020 04:00:00 PM,01/31/2020 05:02:27 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,21XX BLOCK OF 1ST AVE,-122.344562694,47.61222186
2020-038410,12596836966,01/31/2020 01:00:00 PM,01/31/2020 02:00:00 PM,01/31/2020 04:09:22 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E2,CAPITOL HILL,9XX BLOCK OF E PINE ST,-122.320407417,47.61523808
2020-038390,12596745440,01/22/2020 12:00:00 AM,01/31/2020 02:19:00 PM,01/31/2020 03:31:42 PM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,SW,W,W1,NORTH ADMIRAL,34XX BLOCK OF 42ND AVE SW,-122.385670692,47.57259101
2020-038465,12596743017,01/31/2020 05:00:00 AM,01/31/2020 10:00:00 AM,01/31/2020 03:31:23 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D3,SLU/CASCADE,10XX BLOCK OF REPUBLICAN ST,-122.336490221,47.62320194
2020-038350,12596618423,01/31/2020 01:45:00 PM,01/31/2020 01:50:00 PM,01/31/2020 02:29:40 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2020-038211,12596521277,01/30/2020 09:30:00 PM,01/31/2020 12:00:00 PM,01/31/2020 02:01:04 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,45XX BLOCK OF 8TH AVE NE,-122.319560828,47.66222203
2020-038244,12596463510,01/30/2020 11:15:00 PM,,01/31/2020 01:41:15 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,B,B2,FREMONT,40XX BLOCK OF LEARY WAY NW,-122.362343206,47.65649926
2020-038305,12596446845,01/30/2020 12:00:00 AM,01/30/2020 02:50:00 PM,01/31/2020 01:38:07 PM,A,PROPERTY,FRAUD OFFENSES,Hacking/Computer Invasion,26G,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,8XX BLOCK OF HIAWATHA PL S,-122.30966889,47.59515308
2020-038175,12596434144,01/30/2020 04:00:00 PM,01/31/2020 10:00:00 AM,01/31/2020 01:32:34 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,29XX BLOCK OF 20TH AVE S,-122.306707069,47.57742324
2020-901542,12596397510,01/29/2020 03:00:00 PM,01/31/2020 10:30:00 AM,01/31/2020 01:22:28 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,11XX BLOCK OF FAIRVIEW AVE N,-122.32888058,47.6303008
